movieId,title,genres,clean_title,genres_features,avg_rating,rating_count
536,"Simple Twist of Fate, A (1994)",Drama,"Simple Twist of Fate, A",Drama,3.3333333333333335,3.0
537,Sirens (1994),Drama,Sirens,Drama,3.1666666666666665,12.0
538,Six Degrees of Separation (1993),Drama,Six Degrees of Separation,Drama,3.5833333333333335,12.0
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,Sleepless in Seattle,Comedy Drama Romance,3.4716981132075473,106.0
540,Sliver (1993),Thriller,Sliver,Thriller,2.6666666666666665,18.0
541,Blade Runner (1982),Action|Sci-Fi|Thriller,Blade Runner,Action Sci-Fi Thriller,4.100806451612903,124.0
542,Son in Law (1993),Comedy|Drama|Romance,Son in Law,Comedy Drama Romance,2.7857142857142856,14.0
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,So I Married an Axe Murderer,Comedy Romance Thriller,3.317073170731707,41.0
544,Striking Distance (1993),Action|Crime,Striking Distance,Action Crime,2.4375,8.0
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,Super Mario Bros.,Action Adventure Children Comedy Fantasy Sci-Fi,2.0,21.0
547,Surviving the Game (1994),Action|Adventure|Thriller,Surviving the Game,Action Adventure Thriller,3.25,2.0
548,Terminal Velocity (1994),Action|Mystery|Thriller,Terminal Velocity,Action Mystery Thriller,2.75,6.0
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,Thirty-Two Short Films About Glenn Gould,Drama Musical,4.5,2.0
550,Threesome (1994),Comedy|Romance,Threesome,Comedy Romance,3.4,5.0
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,"Nightmare Before Christmas, The",Animation Children Fantasy Musical,3.553763440860215,93.0
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,"Three Musketeers, The",Action Adventure Comedy Romance,3.262295081967213,61.0
553,Tombstone (1993),Action|Drama|Western,Tombstone,Action Drama Western,3.8153846153846156,65.0
555,True Romance (1993),Crime|Thriller,True Romance,Crime Thriller,3.8,65.0
556,"War Room, The (1993)",Documentary,"War Room, The",Documentary,3.3333333333333335,6.0
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,"Pagemaster, The",Action Adventure Animation Children Fantasy,2.9375,8.0
562,Welcome to the Dollhouse (1995),Comedy|Drama,Welcome to the Dollhouse,Comedy Drama,3.5434782608695654,23.0
563,Germinal (1993),Drama|Romance,Germinal,Drama Romance,4.0,1.0
564,Chasers (1994),Comedy,Chasers,Comedy,1.5,2.0
567,Kika (1993),Comedy|Drama,Kika,Comedy Drama,2.0,3.0
568,Bhaji on the Beach (1993),Comedy|Drama,Bhaji on the Beach,Comedy Drama,3.5,2.0
569,Little Big League (1994),Comedy|Drama,Little Big League,Comedy Drama,2.6666666666666665,6.0
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama,"Ciao, Professore! (Io speriamo che me la cavo)",Drama,3.5,1.0
574,Spanking the Monkey (1994),Comedy|Drama,Spanking the Monkey,Comedy Drama,3.25,4.0
575,"Little Rascals, The (1994)",Children|Comedy,"Little Rascals, The",Children Comedy,2.65625,16.0
577,Andre (1994),Adventure|Children|Drama,Andre,Adventure Children Drama,2.125,4.0
579,"Escort, The (Scorta, La) (1993)",Crime|Thriller,"Escort, The (Scorta, La)",Crime Thriller,3.0,1.0
580,Princess Caraboo (1994),Drama,Princess Caraboo,Drama,2.8,5.0
581,"Celluloid Closet, The (1995)",Documentary,"Celluloid Closet, The",Documentary,4.0,4.0
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,Dear Diary (Caro Diario),Comedy Drama,4.0,1.0
585,"Brady Bunch Movie, The (1995)",Comedy,"Brady Bunch Movie, The",Comedy,2.736111111111111,36.0
586,Home Alone (1990),Children|Comedy,Home Alone,Children Comedy,2.9956896551724137,116.0
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,Ghost,Comedy Drama Fantasy Romance Thriller,3.4347826086956523,115.0
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,Aladdin,Adventure Animation Children Comedy Musical,3.7923497267759565,183.0
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,Terminator 2: Judgment Day,Action Sci-Fi,3.970982142857143,224.0
590,Dances with Wolves (1990),Adventure|Drama|Western,Dances with Wolves,Adventure Drama Western,3.8353658536585367,164.0
592,Batman (1989),Action|Crime|Thriller,Batman,Action Crime Thriller,3.4285714285714284,189.0
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,"Silence of the Lambs, The",Crime Horror Thriller,4.161290322580645,279.0
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,Snow White and the Seven Dwarfs,Animation Children Drama Fantasy Musical,3.616883116883117,77.0
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,Beauty and the Beast,Animation Children Fantasy Musical Romance IMAX,3.7705479452054793,146.0
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,Pinocchio,Animation Children Fantasy Musical,3.45,60.0
597,Pretty Woman (1990),Comedy|Romance,Pretty Woman,Comedy Romance,3.4851851851851854,135.0
599,"Wild Bunch, The (1969)",Adventure|Western,"Wild Bunch, The",Adventure Western,3.8181818181818183,11.0
600,Love and a .45 (1994),Action|Comedy|Crime,Love and a .45,Action Comedy Crime,4.0,1.0
602,"Great Day in Harlem, A (1994)",Documentary,"Great Day in Harlem, A",Documentary,4.0,1.0
605,One Fine Day (1996),Drama|Romance,One Fine Day,Drama Romance,3.0,10.0
606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror,Candyman: Farewell to the Flesh,Fantasy Horror,3.0,4.0
608,Fargo (1996),Comedy|Crime|Drama|Thriller,Fargo,Comedy Crime Drama Thriller,4.116022099447513,181.0
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,Homeward Bound II: Lost in San Francisco,Adventure Children,3.5714285714285716,14.0
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,Heavy Metal,Action Adventure Animation Horror Sci-Fi,3.5454545454545454,33.0
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,Hellraiser: Bloodline,Action Horror Sci-Fi,2.4166666666666665,6.0
612,"Pallbearer, The (1996)",Comedy,"Pallbearer, The",Comedy,2.5,6.0
613,Jane Eyre (1996),Drama|Romance,Jane Eyre,Drama Romance,3.1875,8.0
615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama,Bread and Chocolate (Pane e cioccolata),Comedy Drama,3.0,1.0
616,"Aristocats, The (1970)",Animation|Children,"Aristocats, The",Animation Children,3.411111111111111,45.0
617,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama,"Flower of My Secret, The (La flor de mi secreto)",Comedy Drama,2.8333333333333335,3.0
618,Two Much (1995),Comedy|Romance,Two Much,Comedy Romance,3.0,1.0
619,Ed (1996),Comedy,Ed,Comedy,2.6,5.0
626,"Thin Line Between Love and Hate, A (1996)",Comedy,"Thin Line Between Love and Hate, A",Comedy,5.0,1.0
627,"Last Supper, The (1995)",Drama|Thriller,"Last Supper, The",Drama Thriller,3.3333333333333335,6.0
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,Primal Fear,Crime Drama Mystery Thriller,3.642857142857143,35.0
631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,All Dogs Go to Heaven 2,Adventure Animation Children Fantasy Musical Romance,3.1818181818181817,11.0
632,Land and Freedom (Tierra y libertad) (1995),Drama|War,Land and Freedom (Tierra y libertad),Drama War,4.0,1.0
633,Denise Calls Up (1995),Comedy,Denise Calls Up,Comedy,5.0,1.0
634,Theodore Rex (1995),Comedy,Theodore Rex,Comedy,2.25,4.0
635,"Family Thing, A (1996)",Comedy|Drama,"Family Thing, A",Comedy Drama,3.0,2.0
636,Frisk (1995),Drama,Frisk,Drama,3.0,1.0
637,Sgt. Bilko (1996),Comedy,Sgt. Bilko,Comedy,3.0454545454545454,33.0
638,Jack and Sarah (1995),Romance,Jack and Sarah,Romance,3.0,1.0
639,Girl 6 (1996),Comedy|Drama,Girl 6,Comedy Drama,3.0,4.0
640,Diabolique (1996),Drama|Thriller,Diabolique,Drama Thriller,2.6818181818181817,11.0
645,Nelly & Monsieur Arnaud (1995),Drama,Nelly & Monsieur Arnaud,Drama,3.5,2.0
647,Courage Under Fire (1996),Action|Crime|Drama|War,Courage Under Fire,Action Crime Drama War,3.3275862068965516,29.0
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,Mission: Impossible,Action Adventure Mystery Thriller,3.537037037037037,162.0
649,Cold Fever (Á köldum klaka) (1995),Comedy|Drama,Cold Fever (Á köldum klaka),Comedy Drama,3.0,1.0
650,Moll Flanders (1996),Drama,Moll Flanders,Drama,3.0,4.0
653,Dragonheart (1996),Action|Adventure|Fantasy,Dragonheart,Action Adventure Fantasy,3.0923076923076924,65.0
656,Eddie (1996),Comedy,Eddie,Comedy,3.0,5.0
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,James and the Giant Peach,Adventure Animation Children Fantasy Musical,3.4489795918367347,49.0
662,Fear (1996),Thriller,Fear,Thriller,3.2857142857142856,7.0
663,Kids in the Hall: Brain Candy (1996),Comedy,Kids in the Hall: Brain Candy,Comedy,3.2916666666666665,12.0
665,Underground (1995),Comedy|Drama|War,Underground,Comedy Drama War,4.333333333333333,3.0
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),Action,2.8125,8.0
668,Song of the Little Road (Pather Panchali) (1955),Drama,Song of the Little Road (Pather Panchali),Drama,4.25,2.0
670,"World of Apu, The (Apur Sansar) (1959)",Drama,"World of Apu, The (Apur Sansar)",Drama,4.75,2.0
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,Mystery Science Theater 3000: The Movie,Comedy Sci-Fi,3.486111111111111,36.0
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,Space Jam,Adventure Animation Children Comedy Fantasy Sci-Fi,2.707547169811321,53.0
674,Barbarella (1968),Adventure|Comedy|Sci-Fi,Barbarella,Adventure Comedy Sci-Fi,3.1666666666666665,9.0
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,Some Folks Call It a Sling Blade,Drama Thriller,3.8333333333333335,9.0
679,"Run of the Country, The (1995)",Drama,"Run of the Country, The",Drama,4.0,1.0
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",Drama Mystery Romance Sci-Fi Thriller,4.125,4.0
685,It's My Party (1996),Drama,It's My Party,Drama,4.0,2.0
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,Operation Dumbo Drop,Action Adventure Comedy War,2.3333333333333335,9.0
691,Mrs. Winterbourne (1996),Comedy|Romance,Mrs. Winterbourne,Comedy Romance,3.3333333333333335,3.0
692,Solo (1996),Action|Sci-Fi|Thriller,Solo,Action Sci-Fi Thriller,2.0,4.0
694,"Substitute, The (1996)",Action|Crime|Drama,"Substitute, The",Action Crime Drama,2.9545454545454546,11.0
695,True Crime (1996),Mystery|Thriller,True Crime,Mystery Thriller,4.0,2.0
697,Feeling Minnesota (1996),Drama|Romance,Feeling Minnesota,Drama Romance,2.7,5.0
698,Delta of Venus (1995),Drama,Delta of Venus,Drama,1.0,1.0
700,Angus (1995),Comedy,Angus,Comedy,3.2142857142857144,7.0
703,Boys (1996),Drama,Boys,Drama,2.0,2.0
704,"Quest, The (1996)",Action|Adventure,"Quest, The",Action Adventure,2.5714285714285716,7.0
706,Sunset Park (1996),Drama,Sunset Park,Drama,3.0,1.0
707,Mulholland Falls (1996),Crime|Drama|Thriller,Mulholland Falls,Crime Drama Thriller,2.880952380952381,21.0
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,"Truth About Cats & Dogs, The",Comedy Romance,3.3879310344827585,58.0
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,Oliver & Company,Adventure Animation Children Comedy Musical,3.090909090909091,11.0
710,Celtic Pride (1996),Comedy,Celtic Pride,Comedy,2.5625,8.0
711,Flipper (1996),Adventure|Children,Flipper,Adventure Children,3.05,10.0
714,Dead Man (1995),Drama|Mystery|Western,Dead Man,Drama Mystery Western,3.966666666666667,15.0
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance,"Horseman on the Roof, The (Hussard sur le toit, Le)",Drama Romance,3.6666666666666665,3.0
718,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi,"Visitors, The (Visiteurs, Les)",Comedy Fantasy Sci-Fi,4.125,4.0
719,Multiplicity (1996),Comedy,Multiplicity,Comedy,2.842857142857143,35.0
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,Wallace & Gromit: The Best of Aardman Animation,Adventure Animation Comedy,4.092592592592593,27.0
722,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary,"Haunted World of Edward D. Wood Jr., The",Documentary,4.0,1.0
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,"Craft, The",Drama Fantasy Horror Thriller,3.032258064516129,31.0
725,"Great White Hype, The (1996)",Comedy,"Great White Hype, The",Comedy,2.5,5.0
726,Last Dance (1996),Drama,Last Dance,Drama,3.0,1.0
728,Cold Comfort Farm (1995),Comedy,Cold Comfort Farm,Comedy,3.5,10.0
731,Heaven's Prisoners (1996),Crime|Thriller,Heaven's Prisoners,Crime Thriller,3.3333333333333335,3.0
733,"Rock, The (1996)",Action|Adventure|Thriller,"Rock, The",Action Adventure Thriller,3.6404958677685952,121.0
735,Cemetery Man (Dellamorte Dellamore) (1994),Horror,Cemetery Man (Dellamorte Dellamore),Horror,3.9285714285714284,7.0
736,Twister (1996),Action|Adventure|Romance|Thriller,Twister,Action Adventure Romance Thriller,3.321138211382114,123.0
737,Barb Wire (1996),Action|Sci-Fi,Barb Wire,Action Sci-Fi,2.65,20.0
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,Ghost in the Shell (Kôkaku kidôtai),Animation Sci-Fi,4.148148148148148,27.0
742,Thinner (1996),Horror|Thriller,Thinner,Horror Thriller,2.8181818181818183,11.0
743,Spy Hard (1996),Comedy,Spy Hard,Comedy,2.5172413793103448,29.0
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,Wallace & Gromit: A Close Shave,Animation Children Comedy,3.8958333333333335,48.0
747,"Stupids, The (1996)",Comedy,"Stupids, The",Comedy,3.3333333333333335,3.0
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,"Arrival, The",Action Sci-Fi Thriller,3.1136363636363638,22.0
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy War,4.268041237113402,97.0
757,Ashes of Time (Dung che sai duk) (1994),Drama,Ashes of Time (Dung che sai duk),Drama,4.0,1.0
759,Maya Lin: A Strong Clear Vision (1994),Documentary,Maya Lin: A Strong Clear Vision,Documentary,3.5,2.0
760,Stalingrad (1993),Drama|War,Stalingrad,Drama War,4.25,2.0
761,"Phantom, The (1996)",Action|Adventure,"Phantom, The",Action Adventure,2.789473684210526,19.0
762,Striptease (1996),Comedy|Crime,Striptease,Comedy Crime,2.4146341463414633,41.0
764,Heavy (1995),Drama|Romance,Heavy,Drama Romance,3.5,2.0
765,Jack (1996),Comedy|Drama,Jack,Comedy Drama,3.1578947368421053,19.0
766,I Shot Andy Warhol (1996),Drama,I Shot Andy Warhol,Drama,3.5,4.0
773,Touki Bouki (1973),Drama,Touki Bouki,Drama,3.5,1.0
775,Spirits of the Dead (1968),Horror|Mystery,Spirits of the Dead,Horror Mystery,3.0,1.0
778,Trainspotting (1996),Comedy|Crime|Drama,Trainspotting,Comedy Crime Drama,4.03921568627451,102.0
779,'Til There Was You (1997),Drama|Romance,'Til There Was You,Drama Romance,4.0,2.0
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,Independence Day (a.k.a. ID4),Action Adventure Sci-Fi Thriller,3.4455445544554455,202.0
781,Stealing Beauty (1996),Drama,Stealing Beauty,Drama,3.5,7.0
782,"Fan, The (1996)",Drama|Thriller,"Fan, The",Drama Thriller,3.0,8.0
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,"Hunchback of Notre Dame, The",Animation Children Drama Musical Romance,3.3297872340425534,47.0
784,"Cable Guy, The (1996)",Comedy|Thriller,"Cable Guy, The",Comedy Thriller,2.8055555555555554,54.0
785,Kingpin (1996),Comedy,Kingpin,Comedy,3.369047619047619,42.0
786,Eraser (1996),Action|Drama|Thriller,Eraser,Action Drama Thriller,3.109375,64.0
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,"Nutty Professor, The",Comedy Fantasy Romance Sci-Fi,2.731707317073171,82.0
790,"Unforgettable Summer, An (Un été inoubliable) (1994)",Drama,"Unforgettable Summer, An (Un été inoubliable)",Drama,2.0,1.0
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",Documentary,"Last Klezmer: Leopold Kozlowski, His Life and Music, The",Documentary,4.0,1.0
795,Somebody to Love (1994),Drama,Somebody to Love,Drama,3.5,2.0
798,Daylight (1996),Action|Adventure|Drama|Thriller,Daylight,Action Adventure Drama Thriller,2.7083333333333335,12.0
799,"Frighteners, The (1996)",Comedy|Horror|Thriller,"Frighteners, The",Comedy Horror Thriller,3.4565217391304346,23.0
800,Lone Star (1996),Drama|Mystery|Western,Lone Star,Drama Mystery Western,4.157894736842105,19.0
801,Harriet the Spy (1996),Children|Comedy,Harriet the Spy,Children Comedy,3.1363636363636362,11.0
802,Phenomenon (1996),Drama|Romance,Phenomenon,Drama Romance,3.3369565217391304,46.0
803,Walking and Talking (1996),Comedy|Drama|Romance,Walking and Talking,Comedy Drama Romance,4.0,1.0
804,She's the One (1996),Comedy|Romance,She's the One,Comedy Romance,3.25,8.0
805,"Time to Kill, A (1996)",Drama|Thriller,"Time to Kill, A",Drama Thriller,3.657142857142857,35.0
806,American Buffalo (1996),Crime|Drama,American Buffalo,Crime Drama,1.5,1.0
808,Alaska (1996),Adventure|Children,Alaska,Adventure Children,3.5,2.0
809,Fled (1996),Action|Adventure,Fled,Action Adventure,2.3333333333333335,9.0
810,Kazaam (1996),Children|Comedy|Fantasy,Kazaam,Children Comedy Fantasy,2.25,12.0
813,Larger Than Life (1996),Comedy,Larger Than Life,Comedy,2.8,5.0
818,"Very Brady Sequel, A (1996)",Comedy,"Very Brady Sequel, A",Comedy,3.25,10.0
823,"Collector, The (La collectionneuse) (1967)",Drama,"Collector, The (La collectionneuse)",Drama,3.5,1.0
824,Kaspar Hauser (1993),Drama|Mystery,Kaspar Hauser,Drama Mystery,4.0,1.0
828,"Adventures of Pinocchio, The (1996)",Adventure|Children,"Adventures of Pinocchio, The",Adventure Children,3.3333333333333335,6.0
829,Joe's Apartment (1996),Comedy|Fantasy|Musical,Joe's Apartment,Comedy Fantasy Musical,2.6666666666666665,9.0
830,"First Wives Club, The (1996)",Comedy,"First Wives Club, The",Comedy,3.0714285714285716,21.0
832,Ransom (1996),Crime|Thriller,Ransom,Crime Thriller,3.3378378378378377,37.0
833,High School High (1996),Comedy,High School High,Comedy,2.0,6.0
835,Foxfire (1996),Drama,Foxfire,Drama,3.6666666666666665,3.0
836,Chain Reaction (1996),Action|Adventure|Thriller,Chain Reaction,Action Adventure Thriller,2.8823529411764706,17.0
837,Matilda (1996),Children|Comedy|Fantasy,Matilda,Children Comedy Fantasy,3.272727272727273,33.0
838,Emma (1996),Comedy|Drama|Romance,Emma,Comedy Drama Romance,3.9166666666666665,30.0
839,"Crow: City of Angels, The (1996)",Action|Thriller,"Crow: City of Angels, The",Action Thriller,2.8333333333333335,15.0
840,House Arrest (1996),Children|Comedy,House Arrest,Children Comedy,3.375,4.0
841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror,"Eyes Without a Face (Yeux sans visage, Les)",Horror,3.0,2.0
842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror,Tales from the Crypt Presents: Bordello of Blood,Comedy Horror,2.5416666666666665,12.0
848,"Spitfire Grill, The (1996)",Drama,"Spitfire Grill, The",Drama,3.2857142857142856,7.0
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,Escape from L.A.,Action Adventure Sci-Fi Thriller,2.9204545454545454,44.0
851,Basquiat (1996),Drama,Basquiat,Drama,2.8333333333333335,6.0
852,Tin Cup (1996),Comedy|Drama|Romance,Tin Cup,Comedy Drama Romance,3.1744186046511627,43.0
858,"Godfather, The (1972)",Crime|Drama,"Godfather, The",Crime Drama,4.2890625,192.0
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),Action Comedy Crime Thriller,3.8333333333333335,9.0
866,Bound (1996),Crime|Drama|Romance|Thriller,Bound,Crime Drama Romance Thriller,4.0,23.0
867,Carpool (1996),Comedy|Crime,Carpool,Comedy Crime,1.75,2.0
869,Kansas City (1996),Crime|Drama|Musical|Thriller,Kansas City,Crime Drama Musical Thriller,3.6666666666666665,3.0
870,Gone Fishin' (1997),Comedy,Gone Fishin',Comedy,1.0,2.0
875,Nothing to Lose (1994),Action|Crime|Drama,Nothing to Lose,Action Crime Drama,3.5,1.0
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller,Supercop 2 (Project S) (Chao ji ji hua),Action Comedy Crime Thriller,5.0,1.0
879,"Relic, The (1997)",Horror|Thriller,"Relic, The",Horror Thriller,3.0,4.0
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,"Island of Dr. Moreau, The",Sci-Fi Thriller,2.740740740740741,27.0
881,First Kid (1996),Children|Comedy,First Kid,Children Comedy,2.1,5.0
882,"Trigger Effect, The (1996)",Drama|Thriller,"Trigger Effect, The",Drama Thriller,2.0,1.0
885,Bogus (1996),Children|Drama|Fantasy,Bogus,Children Drama Fantasy,2.5,2.0
886,Bulletproof (1996),Action|Comedy|Crime,Bulletproof,Action Comedy Crime,2.6666666666666665,6.0
888,Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical,Land Before Time III: The Time of the Great Giving,Adventure Animation Children Musical,2.1666666666666665,3.0
889,1-900 (06) (1994),Drama|Romance,1-900 (06),Drama Romance,4.0,1.0
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),Horror Thriller,3.8,5.0
892,Twelfth Night (1996),Comedy|Drama|Romance,Twelfth Night,Comedy Drama Romance,3.5384615384615383,13.0
893,Mother Night (1996),Drama,Mother Night,Drama,3.6666666666666665,3.0
896,Wild Reeds (Les roseaux sauvages) (1994),Drama,Wild Reeds (Les roseaux sauvages),Drama,2.5,2.0
897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War,For Whom the Bell Tolls,Adventure Drama Romance War,3.75,2.0
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,"Philadelphia Story, The",Comedy Drama Romance,4.310344827586207,29.0
899,Singin' in the Rain (1952),Comedy|Musical|Romance,Singin' in the Rain,Comedy Musical Romance,4.074468085106383,47.0
900,"American in Paris, An (1951)",Musical|Romance,"American in Paris, An",Musical Romance,3.7083333333333335,12.0
901,Funny Face (1957),Comedy|Musical,Funny Face,Comedy Musical,3.0,7.0
902,Breakfast at Tiffany's (1961),Drama|Romance,Breakfast at Tiffany's,Drama Romance,3.8472222222222223,36.0
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,Vertigo,Drama Mystery Romance Thriller,4.025,60.0
904,Rear Window (1954),Mystery|Thriller,Rear Window,Mystery Thriller,4.261904761904762,84.0
905,It Happened One Night (1934),Comedy|Romance,It Happened One Night,Comedy Romance,4.321428571428571,14.0
906,Gaslight (1944),Drama|Thriller,Gaslight,Drama Thriller,4.142857142857143,7.0
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,"Gay Divorcee, The",Comedy Musical Romance,3.5,2.0
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,North by Northwest,Action Adventure Mystery Romance Thriller,4.184210526315789,57.0
909,"Apartment, The (1960)",Comedy|Drama|Romance,"Apartment, The",Comedy Drama Romance,3.962962962962963,27.0
910,Some Like It Hot (1959),Comedy|Crime,Some Like It Hot,Comedy Crime,4.01,50.0
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,Charade,Comedy Crime Mystery Romance Thriller,3.8076923076923075,13.0
912,Casablanca (1942),Drama|Romance,Casablanca,Drama Romance,4.24,100.0
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,"Maltese Falcon, The",Film-Noir Mystery,4.170454545454546,44.0
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,My Fair Lady,Comedy Drama Musical Romance,4.042857142857143,35.0
915,Sabrina (1954),Comedy|Romance,Sabrina,Comedy Romance,3.7666666666666666,30.0
916,Roman Holiday (1953),Comedy|Drama|Romance,Roman Holiday,Comedy Drama Romance,4.0576923076923075,26.0
917,"Little Princess, The (1939)",Children|Drama,"Little Princess, The",Children Drama,3.5,2.0
918,Meet Me in St. Louis (1944),Musical,Meet Me in St. Louis,Musical,4.1,10.0
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,"Wizard of Oz, The",Adventure Children Fantasy Musical,3.880434782608696,92.0
920,Gone with the Wind (1939),Drama|Romance|War,Gone with the Wind,Drama Romance War,3.6444444444444444,45.0
921,My Favorite Year (1982),Comedy,My Favorite Year,Comedy,3.388888888888889,9.0
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,Sunset Blvd. (a.k.a. Sunset Boulevard),Drama Film-Noir Romance,4.333333333333333,27.0
923,Citizen Kane (1941),Drama|Mystery,Citizen Kane,Drama Mystery,4.043478260869565,69.0
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,2001: A Space Odyssey,Adventure Drama Sci-Fi,3.8944954128440368,109.0
926,All About Eve (1950),Drama,All About Eve,Drama,4.229166666666667,24.0
927,"Women, The (1939)",Comedy,"Women, The",Comedy,4.0,3.0
928,Rebecca (1940),Drama|Mystery|Romance|Thriller,Rebecca,Drama Mystery Romance Thriller,4.166666666666667,18.0
929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller,Foreign Correspondent,Drama Film-Noir Mystery Thriller,3.5,1.0
930,Notorious (1946),Film-Noir|Romance|Thriller,Notorious,Film-Noir Romance Thriller,4.25,20.0
931,Spellbound (1945),Mystery|Romance|Thriller,Spellbound,Mystery Romance Thriller,3.8333333333333335,9.0
932,"Affair to Remember, An (1957)",Drama|Romance,"Affair to Remember, An",Drama Romance,3.9375,8.0
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,To Catch a Thief,Crime Mystery Romance Thriller,4.217391304347826,23.0
934,Father of the Bride (1950),Comedy,Father of the Bride,Comedy,3.25,12.0
935,"Band Wagon, The (1953)",Comedy|Musical,"Band Wagon, The",Comedy Musical,3.8333333333333335,3.0
936,Ninotchka (1939),Comedy|Romance,Ninotchka,Comedy Romance,4.0,6.0
937,Love in the Afternoon (1957),Comedy|Romance,Love in the Afternoon,Comedy Romance,3.5,2.0
